date, rr, since start
2025-03-16 10:24:00 +0000, 791, 0
2025-03-16 10:24:00 +0000, 788, 791
2025-03-16 10:24:01 +0000, 814, 1579
2025-03-16 10:24:02 +0000, 803, 2393
2025-03-16 10:24:03 +0000, 794, 3196
2025-03-16 10:24:03 +0000, 816, 3990
2025-03-16 10:24:04 +0000, 822, 4806
2025-03-16 10:24:05 +0000, 808, 5628
2025-03-16 10:24:06 +0000, 793, 6436
2025-03-16 10:24:07 +0000, 778, 7229
2025-03-16 10:24:08 +0000, 798, 8007
2025-03-16 10:24:08 +0000, 827, 8805
2025-03-16 10:24:09 +0000, 829, 9632
2025-03-16 10:24:10 +0000, 783, 10461
2025-03-16 10:24:11 +0000, 807, 11244
2025-03-16 10:24:12 +0000, 847, 12051
2025-03-16 10:24:12 +0000, 838, 12898
2025-03-16 10:24:13 +0000, 818, 13736
2025-03-16 10:24:14 +0000, 803, 14554
2025-03-16 10:24:15 +0000, 788, 15357
2025-03-16 10:24:16 +0000, 786, 16145
2025-03-16 10:24:16 +0000, 793, 16931
2025-03-16 10:24:17 +0000, 800, 17724
2025-03-16 10:24:18 +0000, 773, 18524
2025-03-16 10:24:19 +0000, 816, 19297
2025-03-16 10:24:20 +0000, 812, 20113
2025-03-16 10:24:20 +0000, 803, 20925
2025-03-16 10:24:21 +0000, 811, 21728
2025-03-16 10:24:22 +0000, 811, 22539
2025-03-16 10:24:23 +0000, 829, 23350
2025-03-16 10:24:24 +0000, 880, 24179
2025-03-16 10:24:25 +0000, 850, 25059
2025-03-16 10:24:25 +0000, 801, 25909
2025-03-16 10:24:26 +0000, 794, 26710
2025-03-16 10:24:27 +0000, 812, 27504
2025-03-16 10:24:28 +0000, 799, 28316
2025-03-16 10:24:29 +0000, 832, 29115
2025-03-16 10:24:29 +0000, 824, 29947
2025-03-16 10:24:30 +0000, 817, 30771
2025-03-16 10:24:31 +0000, 812, 31588
2025-03-16 10:24:32 +0000, 887, 32400
2025-03-16 10:24:33 +0000, 855, 33287
2025-03-16 10:24:34 +0000, 832, 34142
2025-03-16 10:24:34 +0000, 807, 34974
2025-03-16 10:24:35 +0000, 796, 35781
2025-03-16 10:24:36 +0000, 805, 36577
2025-03-16 10:24:37 +0000, 807, 37382
2025-03-16 10:24:38 +0000, 766, 38189
2025-03-16 10:24:38 +0000, 794, 38955
2025-03-16 10:24:39 +0000, 784, 39749
2025-03-16 10:24:40 +0000, 835, 40533
2025-03-16 10:24:41 +0000, 841, 41368
2025-03-16 10:24:42 +0000, 857, 42209
2025-03-16 10:24:43 +0000, 821, 43066
2025-03-16 10:24:43 +0000, 832, 43887
2025-03-16 10:24:44 +0000, 820, 44719
2025-03-16 10:24:45 +0000, 806, 45539
2025-03-16 10:24:46 +0000, 858, 46345
2025-03-16 10:24:47 +0000, 762, 47203
2025-03-16 10:24:47 +0000, 821, 47965
2025-03-16 10:24:48 +0000, 800, 48786
2025-03-16 10:24:49 +0000, 843, 49586
2025-03-16 10:24:50 +0000, 840, 50429
2025-03-16 10:24:51 +0000, 826, 51269
2025-03-16 10:24:52 +0000, 830, 52095
2025-03-16 10:24:52 +0000, 862, 52925
2025-03-16 10:24:53 +0000, 814, 53787
2025-03-16 10:24:54 +0000, 793, 54601
2025-03-16 10:24:55 +0000, 798, 55394
2025-03-16 10:24:56 +0000, 820, 56192
2025-03-16 10:24:57 +0000, 821, 57012
2025-03-16 10:24:57 +0000, 805, 57833
2025-03-16 10:24:58 +0000, 821, 58638
2025-03-16 10:24:59 +0000, 802, 59459
2025-03-16 10:25:00 +0000, 833, 60261
2025-03-16 10:25:01 +0000, 853, 61094
2025-03-16 10:25:01 +0000, 859, 61947
2025-03-16 10:25:02 +0000, 812, 62806
2025-03-16 10:25:03 +0000, 845, 63618
2025-03-16 10:25:04 +0000, 848, 64463
2025-03-16 10:25:05 +0000, 828, 65311
2025-03-16 10:25:06 +0000, 798, 66139
2025-03-16 10:25:06 +0000, 818, 66937
2025-03-16 10:25:07 +0000, 794, 67755
2025-03-16 10:25:08 +0000, 781, 68549
2025-03-16 10:25:09 +0000, 846, 69330
2025-03-16 10:25:10 +0000, 811, 70176
2025-03-16 10:25:10 +0000, 819, 70987
2025-03-16 10:25:11 +0000, 846, 71806
2025-03-16 10:25:12 +0000, 851, 72652
2025-03-16 10:25:13 +0000, 861, 73503
2025-03-16 10:25:14 +0000, 812, 74364
2025-03-16 10:25:15 +0000, 816, 75176
2025-03-16 10:25:15 +0000, 811, 75992
2025-03-16 10:25:16 +0000, 841, 76803
2025-03-16 10:25:17 +0000, 826, 77644
2025-03-16 10:25:18 +0000, 809, 78470
2025-03-16 10:25:19 +0000, 798, 79279
2025-03-16 10:25:20 +0000, 837, 80077
2025-03-16 10:25:20 +0000, 848, 80914
2025-03-16 10:25:21 +0000, 846, 81762
2025-03-16 10:25:22 +0000, 794, 82608
2025-03-16 10:25:23 +0000, 831, 83402
2025-03-16 10:25:24 +0000, 832, 84233
2025-03-16 10:25:25 +0000, 820, 85065
2025-03-16 10:25:25 +0000, 811, 85885
2025-03-16 10:25:26 +0000, 761, 86696
2025-03-16 10:25:27 +0000, 773, 87457
2025-03-16 10:25:28 +0000, 810, 88230
2025-03-16 10:25:29 +0000, 846, 89040
2025-03-16 10:25:29 +0000, 839, 89886
2025-03-16 10:25:30 +0000, 852, 90725
2025-03-16 10:25:31 +0000, 853, 91577
2025-03-16 10:25:32 +0000, 845, 92430
2025-03-16 10:25:33 +0000, 906, 93275
2025-03-16 10:25:34 +0000, 831, 94181
2025-03-16 10:25:35 +0000, 803, 95012
2025-03-16 10:25:35 +0000, 816, 95815
2025-03-16 10:25:36 +0000, 840, 96631
2025-03-16 10:25:37 +0000, 800, 97471
2025-03-16 10:25:38 +0000, 797, 98271
2025-03-16 10:25:39 +0000, 822, 99068
2025-03-16 10:25:39 +0000, 817, 99890
2025-03-16 10:25:40 +0000, 835, 100707
2025-03-16 10:25:41 +0000, 856, 101542
2025-03-16 10:25:42 +0000, 819, 102398
2025-03-16 10:25:43 +0000, 843, 103217
2025-03-16 10:25:44 +0000, 850, 104060
2025-03-16 10:25:44 +0000, 832, 104910
2025-03-16 10:25:45 +0000, 803, 105742
2025-03-16 10:25:46 +0000, 789, 106545
2025-03-16 10:25:47 +0000, 825, 107334
2025-03-16 10:25:48 +0000, 818, 108159
2025-03-16 10:25:48 +0000, 804, 108977
2025-03-16 10:25:49 +0000, 840, 109781
2025-03-16 10:25:50 +0000, 831, 110621
2025-03-16 10:25:51 +0000, 834, 111452
2025-03-16 10:25:52 +0000, 837, 112286
2025-03-16 10:25:53 +0000, 878, 113123
2025-03-16 10:25:54 +0000, 834, 114001
2025-03-16 10:25:54 +0000, 845, 114835
2025-03-16 10:25:55 +0000, 817, 115680
2025-03-16 10:25:56 +0000, 806, 116497
2025-03-16 10:25:57 +0000, 828, 117303
2025-03-16 10:25:58 +0000, 795, 118131
2025-03-16 10:25:58 +0000, 831, 118926
2025-03-16 10:25:59 +0000, 809, 119757
2025-03-16 10:26:00 +0000, 852, 120566
2025-03-16 10:26:01 +0000, 866, 121418
2025-03-16 10:26:02 +0000, 860, 122284
2025-03-16 10:26:03 +0000, 837, 123144
2025-03-16 10:26:03 +0000, 837, 123981
2025-03-16 10:26:04 +0000, 832, 124818
2025-03-16 10:26:05 +0000, 847, 125650
2025-03-16 10:26:06 +0000, 807, 126497
2025-03-16 10:26:07 +0000, 822, 127304
2025-03-16 10:26:08 +0000, 817, 128126
2025-03-16 10:26:08 +0000, 816, 128943
2025-03-16 10:26:09 +0000, 838, 129759
2025-03-16 10:26:10 +0000, 814, 130597
2025-03-16 10:26:11 +0000, 815, 131411
2025-03-16 10:26:12 +0000, 856, 132226
2025-03-16 10:26:13 +0000, 852, 133082
2025-03-16 10:26:13 +0000, 855, 133934
2025-03-16 10:26:14 +0000, 801, 134789
2025-03-16 10:26:15 +0000, 801, 135590
2025-03-16 10:26:16 +0000, 784, 136391
2025-03-16 10:26:17 +0000, 810, 137175
2025-03-16 10:26:17 +0000, 785, 137985
2025-03-16 10:26:18 +0000, 811, 138770
2025-03-16 10:26:19 +0000, 822, 139581
2025-03-16 10:26:20 +0000, 856, 140403
2025-03-16 10:26:21 +0000, 887, 141259
2025-03-16 10:26:22 +0000, 846, 142146
2025-03-16 10:26:22 +0000, 828, 142992
2025-03-16 10:26:23 +0000, 860, 143820
2025-03-16 10:26:24 +0000, 850, 144680
2025-03-16 10:26:25 +0000, 840, 145530
2025-03-16 10:26:26 +0000, 817, 146370
2025-03-16 10:26:27 +0000, 814, 147187
2025-03-16 10:26:28 +0000, 783, 148001
2025-03-16 10:26:28 +0000, 822, 148784
2025-03-16 10:26:29 +0000, 831, 149606
2025-03-16 10:26:30 +0000, 829, 150437
2025-03-16 10:26:31 +0000, 824, 151266
2025-03-16 10:26:32 +0000, 846, 152090
2025-03-16 10:26:32 +0000, 868, 152936
2025-03-16 10:26:33 +0000, 871, 153804
2025-03-16 10:26:34 +0000, 807, 154675
2025-03-16 10:26:35 +0000, 796, 155482
2025-03-16 10:26:36 +0000, 826, 156278
2025-03-16 10:26:37 +0000, 839, 157104
2025-03-16 10:26:37 +0000, 812, 157943
2025-03-16 10:26:38 +0000, 802, 158755
2025-03-16 10:26:39 +0000, 828, 159557
2025-03-16 10:26:40 +0000, 850, 160385
2025-03-16 10:26:41 +0000, 842, 161235
2025-03-16 10:26:42 +0000, 844, 162077
2025-03-16 10:26:42 +0000, 842, 162921
2025-03-16 10:26:43 +0000, 849, 163763
2025-03-16 10:26:44 +0000, 830, 164612
2025-03-16 10:26:45 +0000, 816, 165442
2025-03-16 10:26:46 +0000, 817, 166258
2025-03-16 10:26:47 +0000, 770, 167075
2025-03-16 10:26:47 +0000, 790, 167845
2025-03-16 10:26:48 +0000, 827, 168635
2025-03-16 10:26:49 +0000, 830, 169462
2025-03-16 10:26:50 +0000, 809, 170292
2025-03-16 10:26:51 +0000, 839, 171101
2025-03-16 10:26:51 +0000, 840, 171940
2025-03-16 10:26:52 +0000, 823, 172780
2025-03-16 10:26:53 +0000, 878, 173603
2025-03-16 10:26:54 +0000, 805, 174481
2025-03-16 10:26:55 +0000, 810, 175286
2025-03-16 10:26:56 +0000, 820, 176096
2025-03-16 10:26:56 +0000, 840, 176916
2025-03-16 10:26:57 +0000, 811, 177756
2025-03-16 10:26:58 +0000, 785, 178567
2025-03-16 10:26:59 +0000, 800, 179352
2025-03-16 10:27:00 +0000, 809, 180152
2025-03-16 10:27:00 +0000, 823, 180961
2025-03-16 10:27:01 +0000, 865, 181784
2025-03-16 10:27:02 +0000, 849, 182649
2025-03-16 10:27:03 +0000, 821, 183498
2025-03-16 10:27:04 +0000, 825, 184319
2025-03-16 10:27:05 +0000, 826, 185144
2025-03-16 10:27:05 +0000, 815, 185970
2025-03-16 10:27:06 +0000, 788, 186785
2025-03-16 10:27:07 +0000, 774, 187573
2025-03-16 10:27:08 +0000, 793, 188347
2025-03-16 10:27:09 +0000, 831, 189140
2025-03-16 10:27:09 +0000, 801, 189971
2025-03-16 10:27:10 +0000, 806, 190772
2025-03-16 10:27:11 +0000, 859, 191578
2025-03-16 10:27:12 +0000, 836, 192437
2025-03-16 10:27:13 +0000, 848, 193273
2025-03-16 10:27:14 +0000, 811, 194121
2025-03-16 10:27:14 +0000, 827, 194932
2025-03-16 10:27:15 +0000, 788, 195759
2025-03-16 10:27:16 +0000, 799, 196547
2025-03-16 10:27:17 +0000, 820, 197346
2025-03-16 10:27:18 +0000, 818, 198166
2025-03-16 10:27:18 +0000, 784, 198984
2025-03-16 10:27:19 +0000, 799, 199768
2025-03-16 10:27:20 +0000, 851, 200567
2025-03-16 10:27:21 +0000, 855, 201418
2025-03-16 10:27:22 +0000, 832, 202273
2025-03-16 10:27:23 +0000, 831, 203105
2025-03-16 10:27:23 +0000, 853, 203936
2025-03-16 10:27:24 +0000, 849, 204789
2025-03-16 10:27:25 +0000, 825, 205638
2025-03-16 10:27:26 +0000, 795, 206463
2025-03-16 10:27:27 +0000, 791, 207258
2025-03-16 10:27:28 +0000, 768, 208049
2025-03-16 10:27:28 +0000, 815, 208817
2025-03-16 10:27:29 +0000, 836, 209632
2025-03-16 10:27:30 +0000, 806, 210468
2025-03-16 10:27:31 +0000, 820, 211274
2025-03-16 10:27:32 +0000, 858, 212094
2025-03-16 10:27:32 +0000, 864, 212952
2025-03-16 10:27:33 +0000, 832, 213816
2025-03-16 10:27:34 +0000, 805, 214648
2025-03-16 10:27:35 +0000, 821, 215453
2025-03-16 10:27:36 +0000, 818, 216274
2025-03-16 10:27:37 +0000, 834, 217092
2025-03-16 10:27:37 +0000, 763, 217926
2025-03-16 10:27:38 +0000, 783, 218689
2025-03-16 10:27:39 +0000, 790, 219472
2025-03-16 10:27:40 +0000, 827, 220262
2025-03-16 10:27:41 +0000, 841, 221089
2025-03-16 10:27:41 +0000, 853, 221930
2025-03-16 10:27:42 +0000, 767, 222783
2025-03-16 10:27:43 +0000, 823, 223550
2025-03-16 10:27:44 +0000, 832, 224373
2025-03-16 10:27:45 +0000, 792, 225205
2025-03-16 10:27:45 +0000, 799, 225997
2025-03-16 10:27:46 +0000, 756, 226796
2025-03-16 10:27:47 +0000, 803, 227552
2025-03-16 10:27:48 +0000, 777, 228355
2025-03-16 10:27:49 +0000, 825, 229132
2025-03-16 10:27:49 +0000, 792, 229957
2025-03-16 10:27:50 +0000, 809, 230749
2025-03-16 10:27:51 +0000, 819, 231558
2025-03-16 10:27:52 +0000, 863, 232377
2025-03-16 10:27:53 +0000, 829, 233240
2025-03-16 10:27:54 +0000, 843, 234069
2025-03-16 10:27:54 +0000, 787, 234912
2025-03-16 10:27:55 +0000, 818, 235699
2025-03-16 10:27:56 +0000, 793, 236517
2025-03-16 10:27:57 +0000, 770, 237310
2025-03-16 10:27:58 +0000, 762, 238080
2025-03-16 10:27:58 +0000, 793, 238842
2025-03-16 10:27:59 +0000, 804, 239635
2025-03-16 10:28:00 +0000, 808, 240439
2025-03-16 10:28:01 +0000, 830, 241247
2025-03-16 10:28:02 +0000, 830, 242077
2025-03-16 10:28:02 +0000, 817, 242907
2025-03-16 10:28:03 +0000, 795, 243724
2025-03-16 10:28:04 +0000, 838, 244519
2025-03-16 10:28:05 +0000, 801, 245357
2025-03-16 10:28:06 +0000, 757, 246158
2025-03-16 10:28:06 +0000, 734, 246915
2025-03-16 10:28:07 +0000, 772, 247649
2025-03-16 10:28:08 +0000, 799, 248421
2025-03-16 10:28:09 +0000, 815, 249220
2025-03-16 10:28:10 +0000, 803, 250035
2025-03-16 10:28:10 +0000, 789, 250838
2025-03-16 10:28:11 +0000, 823, 251627
2025-03-16 10:28:12 +0000, 870, 252450
2025-03-16 10:28:13 +0000, 829, 253320
2025-03-16 10:28:14 +0000, 804, 254149
2025-03-16 10:28:14 +0000, 794, 254953
2025-03-16 10:28:15 +0000, 766, 255747
2025-03-16 10:28:16 +0000, 787, 256513
2025-03-16 10:28:17 +0000, 797, 257300
2025-03-16 10:28:18 +0000, 771, 258097
2025-03-16 10:28:18 +0000, 794, 258868
2025-03-16 10:28:19 +0000, 764, 259662
2025-03-16 10:28:20 +0000, 821, 260426
2025-03-16 10:28:21 +0000, 824, 261247
2025-03-16 10:28:22 +0000, 841, 262071
2025-03-16 10:28:22 +0000, 774, 262912
2025-03-16 10:28:23 +0000, 798, 263686
2025-03-16 10:28:24 +0000, 821, 264484
2025-03-16 10:28:25 +0000, 814, 265305
2025-03-16 10:28:26 +0000, 807, 266119
