date, rr, since start
2025-03-17 10:29:00 +0000, 879, 0
2025-03-17 10:29:00 +0000, 897, 879
2025-03-17 10:29:01 +0000, 915, 1776
2025-03-17 10:29:02 +0000, 909, 2691
2025-03-17 10:29:03 +0000, 883, 3600
2025-03-17 10:29:04 +0000, 886, 4483
2025-03-17 10:29:05 +0000, 881, 5369
2025-03-17 10:29:06 +0000, 865, 6250
2025-03-17 10:29:07 +0000, 854, 7115
2025-03-17 10:29:07 +0000, 882, 7969
2025-03-17 10:29:08 +0000, 886, 8851
2025-03-17 10:29:09 +0000, 910, 9737
2025-03-17 10:29:10 +0000, 899, 10647
2025-03-17 10:29:11 +0000, 894, 11546
2025-03-17 10:29:12 +0000, 939, 12440
2025-03-17 10:29:13 +0000, 929, 13379
2025-03-17 10:29:14 +0000, 916, 14308
2025-03-17 10:29:15 +0000, 888, 15224
2025-03-17 10:29:16 +0000, 877, 16112
2025-03-17 10:29:16 +0000, 873, 16989
2025-03-17 10:29:17 +0000, 865, 17862
2025-03-17 10:29:18 +0000, 871, 18727
2025-03-17 10:29:19 +0000, 863, 19598
2025-03-17 10:29:20 +0000, 894, 20461
2025-03-17 10:29:21 +0000, 930, 21355
2025-03-17 10:29:22 +0000, 902, 22285
2025-03-17 10:29:23 +0000, 879, 23187
2025-03-17 10:29:24 +0000, 872, 24066
2025-03-17 10:29:24 +0000, 905, 24938
2025-03-17 10:29:25 +0000, 845, 25843
2025-03-17 10:29:26 +0000, 839, 26688
2025-03-17 10:29:27 +0000, 837, 27527
2025-03-17 10:29:28 +0000, 871, 28364
2025-03-17 10:29:29 +0000, 897, 29235
2025-03-17 10:29:30 +0000, 902, 30132
2025-03-17 10:29:31 +0000, 907, 31034
2025-03-17 10:29:31 +0000, 898, 31941
2025-03-17 10:29:32 +0000, 920, 32839
2025-03-17 10:29:33 +0000, 908, 33759
2025-03-17 10:29:34 +0000, 907, 34667
2025-03-17 10:29:35 +0000, 872, 35574
2025-03-17 10:29:36 +0000, 896, 36446
2025-03-17 10:29:37 +0000, 874, 37342
2025-03-17 10:29:38 +0000, 878, 38216
2025-03-17 10:29:39 +0000, 872, 39094
2025-03-17 10:29:39 +0000, 914, 39966
2025-03-17 10:29:40 +0000, 936, 40880
2025-03-17 10:29:41 +0000, 918, 41816
2025-03-17 10:29:42 +0000, 901, 42734
2025-03-17 10:29:43 +0000, 918, 43635
2025-03-17 10:29:44 +0000, 913, 44553
2025-03-17 10:29:45 +0000, 889, 45466
2025-03-17 10:29:46 +0000, 898, 46355
2025-03-17 10:29:47 +0000, 854, 47253
2025-03-17 10:29:48 +0000, 881, 48107
2025-03-17 10:29:48 +0000, 905, 48988
2025-03-17 10:29:49 +0000, 900, 49893
2025-03-17 10:29:50 +0000, 887, 50793
2025-03-17 10:29:51 +0000, 895, 51680
2025-03-17 10:29:52 +0000, 908, 52575
2025-03-17 10:29:53 +0000, 917, 53483
2025-03-17 10:29:54 +0000, 893, 54400
2025-03-17 10:29:55 +0000, 896, 55293
2025-03-17 10:29:56 +0000, 895, 56189
2025-03-17 10:29:57 +0000, 890, 57084
2025-03-17 10:29:57 +0000, 877, 57974
2025-03-17 10:29:58 +0000, 874, 58851
2025-03-17 10:29:59 +0000, 896, 59725
2025-03-17 10:30:00 +0000, 898, 60621
2025-03-17 10:30:01 +0000, 915, 61519
2025-03-17 10:30:02 +0000, 917, 62434
2025-03-17 10:30:03 +0000, 916, 63351
2025-03-17 10:30:04 +0000, 938, 64267
2025-03-17 10:30:05 +0000, 930, 65205
2025-03-17 10:30:06 +0000, 920, 66135
2025-03-17 10:30:07 +0000, 868, 67055
