date, rr, since start
2025-03-18 10:19:00 +0000, 722, 0
2025-03-18 10:19:00 +0000, 755, 722
2025-03-18 10:19:01 +0000, 737, 1477
2025-03-18 10:19:02 +0000, 735, 2214
2025-03-18 10:19:02 +0000, 757, 2949
2025-03-18 10:19:03 +0000, 752, 3706
2025-03-18 10:19:04 +0000, 764, 4458
2025-03-18 10:19:05 +0000, 740, 5222
2025-03-18 10:19:05 +0000, 727, 5962
2025-03-18 10:19:06 +0000, 691, 6689
2025-03-18 10:19:07 +0000, 701, 7380
2025-03-18 10:19:08 +0000, 725, 8081
2025-03-18 10:19:08 +0000, 732, 8806
2025-03-18 10:19:09 +0000, 737, 9538
2025-03-18 10:19:10 +0000, 759, 10275
2025-03-18 10:19:11 +0000, 778, 11034
2025-03-18 10:19:11 +0000, 747, 11812
2025-03-18 10:19:12 +0000, 751, 12559
2025-03-18 10:19:13 +0000, 753, 13310
2025-03-18 10:19:14 +0000, 723, 14063
2025-03-18 10:19:14 +0000, 747, 14786
2025-03-18 10:19:15 +0000, 733, 15533
2025-03-18 10:19:16 +0000, 729, 16266
2025-03-18 10:19:16 +0000, 730, 16995
2025-03-18 10:19:17 +0000, 723, 17725
2025-03-18 10:19:18 +0000, 725, 18448
2025-03-18 10:19:19 +0000, 692, 19173
2025-03-18 10:19:19 +0000, 729, 19865
2025-03-18 10:19:20 +0000, 768, 20594
2025-03-18 10:19:21 +0000, 772, 21362
2025-03-18 10:19:22 +0000, 770, 22134
2025-03-18 10:19:22 +0000, 736, 22904
2025-03-18 10:19:23 +0000, 747, 23640
2025-03-18 10:19:24 +0000, 752, 24387
2025-03-18 10:19:25 +0000, 752, 25139
2025-03-18 10:19:25 +0000, 735, 25891
2025-03-18 10:19:26 +0000, 713, 26626
2025-03-18 10:19:27 +0000, 710, 27339
2025-03-18 10:19:28 +0000, 708, 28049
2025-03-18 10:19:28 +0000, 737, 28757
2025-03-18 10:19:29 +0000, 748, 29494
2025-03-18 10:19:30 +0000, 738, 30242
2025-03-18 10:19:30 +0000, 756, 30980
2025-03-18 10:19:31 +0000, 780, 31736
2025-03-18 10:19:32 +0000, 770, 32516
2025-03-18 10:19:33 +0000, 743, 33286
2025-03-18 10:19:34 +0000, 770, 34029
2025-03-18 10:19:34 +0000, 728, 34799
2025-03-18 10:19:35 +0000, 712, 35527
2025-03-18 10:19:36 +0000, 734, 36239
2025-03-18 10:19:36 +0000, 728, 36973
2025-03-18 10:19:37 +0000, 719, 37701
2025-03-18 10:19:38 +0000, 709, 38420
2025-03-18 10:19:39 +0000, 720, 39129
2025-03-18 10:19:39 +0000, 717, 39849
2025-03-18 10:19:40 +0000, 742, 40566
2025-03-18 10:19:41 +0000, 754, 41308
2025-03-18 10:19:42 +0000, 763, 42062
2025-03-18 10:19:42 +0000, 753, 42825
2025-03-18 10:19:43 +0000, 754, 43578
2025-03-18 10:19:44 +0000, 742, 44332
2025-03-18 10:19:45 +0000, 738, 45074
2025-03-18 10:19:45 +0000, 727, 45812
2025-03-18 10:19:46 +0000, 699, 46539
2025-03-18 10:19:47 +0000, 723, 47238
2025-03-18 10:19:47 +0000, 716, 47961
2025-03-18 10:19:48 +0000, 735, 48677
2025-03-18 10:19:49 +0000, 763, 49412
2025-03-18 10:19:50 +0000, 754, 50175
2025-03-18 10:19:50 +0000, 746, 50929
2025-03-18 10:19:51 +0000, 747, 51675
2025-03-18 10:19:52 +0000, 755, 52422
2025-03-18 10:19:53 +0000, 765, 53177
2025-03-18 10:19:53 +0000, 769, 53942
2025-03-18 10:19:54 +0000, 771, 54711
2025-03-18 10:19:55 +0000, 720, 55482
2025-03-18 10:19:56 +0000, 752, 56202
2025-03-18 10:19:56 +0000, 769, 56954
2025-03-18 10:19:57 +0000, 744, 57723
2025-03-18 10:19:58 +0000, 708, 58467
2025-03-18 10:19:59 +0000, 730, 59175
2025-03-18 10:19:59 +0000, 746, 59905
2025-03-18 10:20:00 +0000, 761, 60651
2025-03-18 10:20:01 +0000, 777, 61412
2025-03-18 10:20:02 +0000, 776, 62189
2025-03-18 10:20:02 +0000, 759, 62965
2025-03-18 10:20:03 +0000, 753, 63724
2025-03-18 10:20:04 +0000, 763, 64477
2025-03-18 10:20:05 +0000, 737, 65240
2025-03-18 10:20:05 +0000, 764, 65977
2025-03-18 10:20:06 +0000, 742, 66741
2025-03-18 10:20:07 +0000, 708, 67483
2025-03-18 10:20:08 +0000, 731, 68191
2025-03-18 10:20:08 +0000, 751, 68922
2025-03-18 10:20:09 +0000, 738, 69673
2025-03-18 10:20:10 +0000, 754, 70411
2025-03-18 10:20:11 +0000, 750, 71165
2025-03-18 10:20:11 +0000, 754, 71915
2025-03-18 10:20:12 +0000, 780, 72669
2025-03-18 10:20:13 +0000, 779, 73449
2025-03-18 10:20:14 +0000, 762, 74228
2025-03-18 10:20:14 +0000, 707, 74990
2025-03-18 10:20:15 +0000, 752, 75697
2025-03-18 10:20:16 +0000, 759, 76449
2025-03-18 10:20:17 +0000, 769, 77208
