date, rr, since start
2025-03-16 10:16:00 +0000, 767, 0
2025-03-16 10:16:00 +0000, 780, 767
2025-03-16 10:16:01 +0000, 790, 1547
2025-03-16 10:16:02 +0000, 777, 2337
2025-03-16 10:16:03 +0000, 762, 3114
2025-03-16 10:16:03 +0000, 793, 3876
2025-03-16 10:16:04 +0000, 786, 4669
2025-03-16 10:16:05 +0000, 789, 5455
2025-03-16 10:16:06 +0000, 743, 6244
2025-03-16 10:16:06 +0000, 741, 6987
2025-03-16 10:16:07 +0000, 737, 7728
2025-03-16 10:16:08 +0000, 754, 8465
2025-03-16 10:16:09 +0000, 788, 9219
2025-03-16 10:16:10 +0000, 769, 10007
2025-03-16 10:16:10 +0000, 760, 10776
2025-03-16 10:16:11 +0000, 765, 11536
2025-03-16 10:16:12 +0000, 794, 12301
2025-03-16 10:16:13 +0000, 812, 13095
2025-03-16 10:16:13 +0000, 786, 13907
2025-03-16 10:16:14 +0000, 752, 14693
2025-03-16 10:16:15 +0000, 741, 15445
2025-03-16 10:16:16 +0000, 773, 16186
2025-03-16 10:16:16 +0000, 753, 16959
2025-03-16 10:16:17 +0000, 760, 17712
2025-03-16 10:16:18 +0000, 739, 18472
2025-03-16 10:16:19 +0000, 752, 19211
2025-03-16 10:16:19 +0000, 789, 19963
2025-03-16 10:16:20 +0000, 808, 20752
2025-03-16 10:16:21 +0000, 785, 21560
2025-03-16 10:16:22 +0000, 782, 22345
2025-03-16 10:16:23 +0000, 793, 23127
2025-03-16 10:16:23 +0000, 806, 23920
2025-03-16 10:16:24 +0000, 801, 24726
2025-03-16 10:16:25 +0000, 813, 25527
2025-03-16 10:16:26 +0000, 762, 26340
2025-03-16 10:16:27 +0000, 746, 27102
2025-03-16 10:16:27 +0000, 741, 27848
2025-03-16 10:16:28 +0000, 777, 28589
2025-03-16 10:16:29 +0000, 791, 29366
2025-03-16 10:16:30 +0000, 767, 30157
2025-03-16 10:16:30 +0000, 796, 30924
2025-03-16 10:16:31 +0000, 797, 31720
2025-03-16 10:16:32 +0000, 810, 32517
2025-03-16 10:16:33 +0000, 812, 33327
2025-03-16 10:16:34 +0000, 776, 34139
2025-03-16 10:16:34 +0000, 768, 34915
2025-03-16 10:16:35 +0000, 783, 35683
2025-03-16 10:16:36 +0000, 767, 36466
2025-03-16 10:16:37 +0000, 768, 37233
2025-03-16 10:16:38 +0000, 751, 38001
2025-03-16 10:16:38 +0000, 744, 38752
2025-03-16 10:16:39 +0000, 771, 39496
2025-03-16 10:16:40 +0000, 774, 40267
2025-03-16 10:16:41 +0000, 796, 41041
2025-03-16 10:16:41 +0000, 793, 41837
2025-03-16 10:16:42 +0000, 796, 42630
2025-03-16 10:16:43 +0000, 772, 43426
2025-03-16 10:16:44 +0000, 796, 44198
2025-03-16 10:16:44 +0000, 794, 44994
2025-03-16 10:16:45 +0000, 762, 45788
2025-03-16 10:16:46 +0000, 758, 46550
2025-03-16 10:16:47 +0000, 774, 47308
2025-03-16 10:16:48 +0000, 751, 48082
2025-03-16 10:16:48 +0000, 789, 48833
2025-03-16 10:16:49 +0000, 764, 49622
2025-03-16 10:16:50 +0000, 778, 50386
2025-03-16 10:16:51 +0000, 814, 51164
2025-03-16 10:16:51 +0000, 814, 51978
2025-03-16 10:16:52 +0000, 826, 52792
2025-03-16 10:16:53 +0000, 812, 53618
2025-03-16 10:16:54 +0000, 781, 54430
2025-03-16 10:16:55 +0000, 765, 55211
2025-03-16 10:16:55 +0000, 763, 55976
2025-03-16 10:16:56 +0000, 802, 56739
2025-03-16 10:16:57 +0000, 783, 57541
2025-03-16 10:16:58 +0000, 742, 58324
2025-03-16 10:16:59 +0000, 781, 59066
2025-03-16 10:16:59 +0000, 792, 59847
2025-03-16 10:17:00 +0000, 828, 60639
2025-03-16 10:17:01 +0000, 809, 61467
2025-03-16 10:17:02 +0000, 819, 62276
2025-03-16 10:17:03 +0000, 792, 63095
2025-03-16 10:17:03 +0000, 797, 63887
2025-03-16 10:17:04 +0000, 794, 64684
2025-03-16 10:17:05 +0000, 794, 65478
2025-03-16 10:17:06 +0000, 766, 66272
2025-03-16 10:17:07 +0000, 758, 67038
2025-03-16 10:17:07 +0000, 774, 67796
2025-03-16 10:17:08 +0000, 770, 68570
2025-03-16 10:17:09 +0000, 803, 69340
2025-03-16 10:17:10 +0000, 797, 70143
2025-03-16 10:17:10 +0000, 782, 70940
2025-03-16 10:17:11 +0000, 807, 71722
2025-03-16 10:17:12 +0000, 819, 72529
2025-03-16 10:17:13 +0000, 795, 73348
2025-03-16 10:17:14 +0000, 791, 74143
2025-03-16 10:17:14 +0000, 775, 74934
2025-03-16 10:17:15 +0000, 776, 75709
2025-03-16 10:17:16 +0000, 785, 76485
2025-03-16 10:17:17 +0000, 768, 77270
2025-03-16 10:17:18 +0000, 787, 78038
2025-03-16 10:17:18 +0000, 757, 78825
2025-03-16 10:17:19 +0000, 792, 79582
2025-03-16 10:17:20 +0000, 783, 80374
2025-03-16 10:17:21 +0000, 796, 81157
2025-03-16 10:17:21 +0000, 792, 81953
2025-03-16 10:17:22 +0000, 804, 82745
2025-03-16 10:17:23 +0000, 802, 83549
2025-03-16 10:17:24 +0000, 814, 84351
2025-03-16 10:17:25 +0000, 795, 85165
2025-03-16 10:17:25 +0000, 775, 85960
2025-03-16 10:17:26 +0000, 754, 86735
2025-03-16 10:17:27 +0000, 779, 87489
2025-03-16 10:17:28 +0000, 750, 88268
2025-03-16 10:17:29 +0000, 793, 89018
2025-03-16 10:17:29 +0000, 783, 89811
2025-03-16 10:17:30 +0000, 794, 90594
2025-03-16 10:17:31 +0000, 796, 91388
2025-03-16 10:17:32 +0000, 810, 92184
2025-03-16 10:17:32 +0000, 807, 92994
2025-03-16 10:17:33 +0000, 812, 93801
2025-03-16 10:17:34 +0000, 785, 94613
2025-03-16 10:17:35 +0000, 786, 95398
2025-03-16 10:17:36 +0000, 782, 96184
2025-03-16 10:17:36 +0000, 789, 96966
2025-03-16 10:17:37 +0000, 796, 97755
2025-03-16 10:17:38 +0000, 747, 98551
2025-03-16 10:17:39 +0000, 755, 99298
2025-03-16 10:17:40 +0000, 791, 100053
2025-03-16 10:17:40 +0000, 796, 100844
2025-03-16 10:17:41 +0000, 830, 101640
2025-03-16 10:17:42 +0000, 801, 102470
2025-03-16 10:17:43 +0000, 787, 103271
2025-03-16 10:17:44 +0000, 815, 104058
2025-03-16 10:17:44 +0000, 788, 104873
2025-03-16 10:17:45 +0000, 791, 105661
2025-03-16 10:17:46 +0000, 778, 106452
2025-03-16 10:17:47 +0000, 744, 107230
2025-03-16 10:17:47 +0000, 782, 107974
2025-03-16 10:17:48 +0000, 807, 108756
2025-03-16 10:17:49 +0000, 790, 109563
2025-03-16 10:17:50 +0000, 810, 110353
2025-03-16 10:17:51 +0000, 793, 111163
2025-03-16 10:17:51 +0000, 802, 111956
2025-03-16 10:17:52 +0000, 821, 112758
2025-03-16 10:17:53 +0000, 786, 113579
2025-03-16 10:17:54 +0000, 811, 114365
2025-03-16 10:17:55 +0000, 798, 115176
2025-03-16 10:17:55 +0000, 768, 115974
2025-03-16 10:17:56 +0000, 807, 116742
2025-03-16 10:17:57 +0000, 785, 117549
