date, rr, since start
2025-03-18 09:25:00 +0000, 841, 0
2025-03-18 09:25:00 +0000, 847, 841
2025-03-18 09:25:01 +0000, 875, 1688
2025-03-18 09:25:02 +0000, 825, 2563
2025-03-18 09:25:03 +0000, 846, 3388
2025-03-18 09:25:04 +0000, 844, 4234
2025-03-18 09:25:05 +0000, 839, 5078
2025-03-18 09:25:05 +0000, 814, 5917
2025-03-18 09:25:06 +0000, 816, 6731
2025-03-18 09:25:07 +0000, 792, 7547
2025-03-18 09:25:08 +0000, 832, 8339
2025-03-18 09:25:09 +0000, 844, 9171
2025-03-18 09:25:10 +0000, 839, 10015
2025-03-18 09:25:10 +0000, 834, 10854
2025-03-18 09:25:11 +0000, 820, 11688
2025-03-18 09:25:12 +0000, 854, 12508
2025-03-18 09:25:13 +0000, 875, 13362
2025-03-18 09:25:14 +0000, 853, 14237
2025-03-18 09:25:15 +0000, 818, 15090
2025-03-18 09:25:15 +0000, 820, 15908
2025-03-18 09:25:16 +0000, 845, 16728
2025-03-18 09:25:17 +0000, 818, 17573
2025-03-18 09:25:18 +0000, 812, 18391
2025-03-18 09:25:19 +0000, 822, 19203
2025-03-18 09:25:20 +0000, 864, 20025
2025-03-18 09:25:20 +0000, 860, 20889
2025-03-18 09:25:21 +0000, 850, 21749
2025-03-18 09:25:22 +0000, 842, 22599
2025-03-18 09:25:23 +0000, 863, 23441
2025-03-18 09:25:24 +0000, 830, 24304
2025-03-18 09:25:25 +0000, 850, 25134
2025-03-18 09:25:25 +0000, 840, 25984
2025-03-18 09:25:26 +0000, 812, 26824
2025-03-18 09:25:27 +0000, 825, 27636
2025-03-18 09:25:28 +0000, 830, 28461
2025-03-18 09:25:29 +0000, 838, 29291
2025-03-18 09:25:30 +0000, 828, 30129
2025-03-18 09:25:30 +0000, 852, 30957
2025-03-18 09:25:31 +0000, 862, 31809
2025-03-18 09:25:32 +0000, 855, 32671
2025-03-18 09:25:33 +0000, 896, 33526
2025-03-18 09:25:34 +0000, 831, 34422
2025-03-18 09:25:35 +0000, 836, 35253
2025-03-18 09:25:36 +0000, 856, 36089
2025-03-18 09:25:36 +0000, 844, 36945
2025-03-18 09:25:37 +0000, 848, 37789
2025-03-18 09:25:38 +0000, 816, 38637
2025-03-18 09:25:39 +0000, 837, 39453
2025-03-18 09:25:40 +0000, 851, 40290
2025-03-18 09:25:41 +0000, 879, 41141
2025-03-18 09:25:42 +0000, 851, 42020
2025-03-18 09:25:42 +0000, 862, 42871
2025-03-18 09:25:43 +0000, 864, 43733
2025-03-18 09:25:44 +0000, 862, 44597
2025-03-18 09:25:45 +0000, 840, 45459
2025-03-18 09:25:46 +0000, 842, 46299
2025-03-18 09:25:47 +0000, 830, 47141
2025-03-18 09:25:47 +0000, 828, 47971
2025-03-18 09:25:48 +0000, 868, 48799
2025-03-18 09:25:49 +0000, 861, 49667
2025-03-18 09:25:50 +0000, 863, 50528
2025-03-18 09:25:51 +0000, 855, 51391
2025-03-18 09:25:52 +0000, 897, 52246
2025-03-18 09:25:53 +0000, 884, 53143
2025-03-18 09:25:54 +0000, 859, 54027
2025-03-18 09:25:54 +0000, 843, 54886
2025-03-18 09:25:55 +0000, 834, 55729
2025-03-18 09:25:56 +0000, 845, 56563
2025-03-18 09:25:57 +0000, 826, 57408
