date, rr, since start
2025-03-15 10:20:00 +0000, 951, 0
2025-03-15 10:20:00 +0000, 962, 951
2025-03-15 10:20:01 +0000, 958, 1913
2025-03-15 10:20:02 +0000, 970, 2871
2025-03-15 10:20:03 +0000, 947, 3841
2025-03-15 10:20:04 +0000, 937, 4788
2025-03-15 10:20:05 +0000, 926, 5725
2025-03-15 10:20:06 +0000, 924, 6651
2025-03-15 10:20:07 +0000, 930, 7575
2025-03-15 10:20:08 +0000, 938, 8505
2025-03-15 10:20:09 +0000, 949, 9443
2025-03-15 10:20:10 +0000, 932, 10392
2025-03-15 10:20:11 +0000, 956, 11324
2025-03-15 10:20:12 +0000, 976, 12280
2025-03-15 10:20:13 +0000, 947, 13256
2025-03-15 10:20:14 +0000, 933, 14203
2025-03-15 10:20:15 +0000, 910, 15136
2025-03-15 10:20:16 +0000, 933, 16046
2025-03-15 10:20:16 +0000, 939, 16979
2025-03-15 10:20:17 +0000, 928, 17918
2025-03-15 10:20:18 +0000, 942, 18846
2025-03-15 10:20:19 +0000, 921, 19788
2025-03-15 10:20:20 +0000, 967, 20709
2025-03-15 10:20:21 +0000, 961, 21676
2025-03-15 10:20:22 +0000, 943, 22637
2025-03-15 10:20:23 +0000, 987, 23580
2025-03-15 10:20:24 +0000, 961, 24567
2025-03-15 10:20:25 +0000, 951, 25528
2025-03-15 10:20:26 +0000, 941, 26479
2025-03-15 10:20:27 +0000, 908, 27420
2025-03-15 10:20:28 +0000, 926, 28328
2025-03-15 10:20:29 +0000, 944, 29254
2025-03-15 10:20:30 +0000, 966, 30198
2025-03-15 10:20:31 +0000, 953, 31164
2025-03-15 10:20:32 +0000, 972, 32117
2025-03-15 10:20:33 +0000, 983, 33089
2025-03-15 10:20:34 +0000, 949, 34072
2025-03-15 10:20:35 +0000, 922, 35021
2025-03-15 10:20:35 +0000, 933, 35943
2025-03-15 10:20:36 +0000, 932, 36876
2025-03-15 10:20:37 +0000, 927, 37808
2025-03-15 10:20:38 +0000, 924, 38735
2025-03-15 10:20:39 +0000, 961, 39659
2025-03-15 10:20:40 +0000, 953, 40620
2025-03-15 10:20:41 +0000, 978, 41573
2025-03-15 10:20:42 +0000, 971, 42551
2025-03-15 10:20:43 +0000, 951, 43522
2025-03-15 10:20:44 +0000, 975, 44473
2025-03-15 10:20:45 +0000, 975, 45448
2025-03-15 10:20:46 +0000, 936, 46423
2025-03-15 10:20:47 +0000, 933, 47359
2025-03-15 10:20:48 +0000, 942, 48292
2025-03-15 10:20:49 +0000, 953, 49234
2025-03-15 10:20:50 +0000, 956, 50187
2025-03-15 10:20:51 +0000, 959, 51143
2025-03-15 10:20:52 +0000, 954, 52102
2025-03-15 10:20:53 +0000, 986, 53056
2025-03-15 10:20:54 +0000, 952, 54042
2025-03-15 10:20:54 +0000, 974, 54994
2025-03-15 10:20:55 +0000, 957, 55968
2025-03-15 10:20:56 +0000, 949, 56925
2025-03-15 10:20:57 +0000, 944, 57874
2025-03-15 10:20:58 +0000, 949, 58818
2025-03-15 10:20:59 +0000, 934, 59767
2025-03-15 10:21:00 +0000, 985, 60701
2025-03-15 10:21:01 +0000, 966, 61686
2025-03-15 10:21:02 +0000, 962, 62652
2025-03-15 10:21:03 +0000, 951, 63614
2025-03-15 10:21:04 +0000, 965, 64565
2025-03-15 10:21:05 +0000, 943, 65530
2025-03-15 10:21:06 +0000, 940, 66473
2025-03-15 10:21:07 +0000, 948, 67413
2025-03-15 10:21:08 +0000, 955, 68361
2025-03-15 10:21:09 +0000, 963, 69316
2025-03-15 10:21:10 +0000, 954, 70279
2025-03-15 10:21:11 +0000, 948, 71233
2025-03-15 10:21:12 +0000, 1002, 72181
2025-03-15 10:21:13 +0000, 1003, 73183
2025-03-15 10:21:14 +0000, 977, 74186
2025-03-15 10:21:15 +0000, 955, 75163
2025-03-15 10:21:16 +0000, 933, 76118
2025-03-15 10:21:17 +0000, 948, 77051
2025-03-15 10:21:17 +0000, 936, 77999
2025-03-15 10:21:18 +0000, 927, 78935
2025-03-15 10:21:19 +0000, 947, 79862
2025-03-15 10:21:20 +0000, 979, 80809
2025-03-15 10:21:21 +0000, 974, 81788
2025-03-15 10:21:22 +0000, 962, 82762
2025-03-15 10:21:23 +0000, 972, 83724
2025-03-15 10:21:24 +0000, 970, 84696
2025-03-15 10:21:25 +0000, 969, 85666
2025-03-15 10:21:26 +0000, 923, 86635
2025-03-15 10:21:27 +0000, 949, 87558
2025-03-15 10:21:28 +0000, 957, 88507
2025-03-15 10:21:29 +0000, 949, 89464
2025-03-15 10:21:30 +0000, 983, 90413
2025-03-15 10:21:31 +0000, 953, 91396
2025-03-15 10:21:32 +0000, 984, 92349
2025-03-15 10:21:33 +0000, 991, 93333
2025-03-15 10:21:34 +0000, 948, 94324
2025-03-15 10:21:35 +0000, 928, 95272
